text_line,source_file_name,page_number,x_min,y_min,x_max,y_max,ocr_confidence
DRILLING,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,4,2176.0,250.0,2308.0,281.0,0.94641
WATER,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,4,1959.0,252.0,2059.0,284.0,0.99939
DRILLING OF A BOREHOLE,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,4,1388.0,257.0,1745.0,293.0,0.61275
KALEMU PRIMARY SCHOOL,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,4,495.0,270.0,868.0,307.0,0.88717
INSUFFICIENT FUNDS,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,4,2903.0,273.0,3214.0,312.0,0.81599
140,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,4,408.0,277.0,456.0,306.0,0.91409
NOT APPROVED,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,4,2627.0,277.0,2861.0,315.0,0.75977
CONSTRUCTION,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,4,2174.0,283.0,2395.0,323.0,0.97764
CHIKANTA,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,4,2458.0,285.0,2604.0,317.0,0.99995
EDUCATION,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,4,1958.0,290.0,2123.0,326.0,0.99533
[CONSTRUCTION OF IX3 CRB,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,4,1388.0,295.0,1764.0,334.0,0.57645
DUNUKA PRIMARY,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,4,498.0,312.0,753.0,348.0,0.95194
INSUFFICIENT FUNDS,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,4,2906.0,312.0,3214.0,350.0,0.9884
141,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,4,408.0,318.0,454.0,347.0,0.96497
NOT APPROVED,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,4,2627.0,320.0,2863.0,356.0,0.93147
CONSTRUCTION,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,4,2174.0,324.0,2395.0,362.0,0.91223
CHIKANTA,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,4,2458.0,324.0,2604.0,355.0,0.98022
EDUCATION,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,4,1958.0,327.0,2126.0,366.0,0.65119
[CONSTRUGTION OF,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,4,1388.0,335.0,1649.0,373.0,0.14085
X3 LAROARTORY,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,4,1658.0,335.0,1897.0,366.0,0.65639
KASUWE PRIMARY AND SECONDARY,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,4,495.0,347.0,994.0,386.0,0.67271
INSUFFICIENT FUNDS,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,4,2906.0,353.0,3216.0,389.0,0.82632
042,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,4,408.0,356.0,456.0,388.0,0.13593
APPROVED,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,4,2702.0,359.0,2862.0,391.0,0.99962
CHIKANTA,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,4,2458.0,362.0,2604.0,393.0,0.76259
NOT,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,4,2630.0,362.0,2698.0,393.0,0.99989
ICONSTRUCIIOA,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,4,2174.0,363.0,2398.0,402.0,0.20937
EDUCATION,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,4,1959.0,370.0,2125.0,402.0,0.72434
[CONSTRUCTION OF IX3 CRB,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,4,1388.0,374.0,1767.0,414.0,0.51969
KASUWE PRIMARY AND SECONDARY,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,4,495.0,386.0,994.0,424.0,0.95092
INSUFFICIENT FUNDS,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,4,2906.0,391.0,3219.0,430.0,0.52502
143,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,4,408.0,395.0,456.0,423.0,0.99979
NOT APPROVED,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,4,2627.0,397.0,2863.0,433.0,0.99838
CONSTRUCTIOL,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,4,2177.0,402.0,2398.0,441.0,0.3554
CHIKANTA,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,4,2461.0,403.0,2607.0,434.0,0.97702
HEALTH,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,4,1959.0,408.0,2076.0,440.0,0.85625
A MATERNITY ANNEX,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,4,1654.0,409.0,1951.0,446.0,0.99984
CONSTRUCTION OF,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,4,1391.0,412.0,1649.0,452.0,0.90981
RALEMU HEALTH POST,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,4,495.0,427.0,813.0,463.0,0.7934
INSUFFICIENT FUNDS,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,4,2906.0,432.0,3216.0,468.0,0.53446
144,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,4,408.0,433.0,456.0,462.0,0.61712
NOT APPROVED,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,4,2629.0,438.0,2863.0,474.0,0.99483
CHIKANTA,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,4,2461.0,441.0,2610.0,473.0,0.95741
CONSTRUCTION,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,4,2177.0,443.0,2397.0,479.0,0.90419
HEALTH,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,4,1959.0,450.0,2076.0,481.0,0.99996
CONSTRUCTION OF STAFF HOUSE,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,4,1391.0,451.0,1838.0,490.0,0.8936
KALEMU HEALTH POST,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,4,497.0,465.0,813.0,504.0,0.80094
NNSUFFICEENT FUNDS,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,4,2906.0,470.0,3216.0,509.0,0.48152
145,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,4,408.0,471.0,456.0,503.0,0.97947
NOT APPROVED,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,4,2629.0,476.0,2866.0,515.0,0.70322
CONSTRUCTIQA,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,4,2177.0,481.0,2398.0,521.0,0.58389
chikANTA,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,4,2458.0,482.0,2610.0,514.0,0.50768
[cONSTRUCTION OF A MATERNITY WING,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,4,1390.0,490.0,1929.0,532.0,0.61594
HEALTH,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,4,1962.0,491.0,2076.0,519.0,0.99816
KASUKWE COMMUNITY,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,4,498.0,506.0,822.0,542.0,0.89379
146,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,4,411.0,513.0,459.0,544.0,0.63823
APPROVED,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,4,2632.0,517.0,2775.0,553.0,0.99707
NA,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,4,2910.0,518.0,2952.0,547.0,0.99262
Chikanta,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,4,2462.0,520.0,2583.0,556.0,0.83057
(Classroom Block,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,4,2177.0,523.0,2405.0,561.0,0.71919
Education,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,4,1969.0,528.0,2109.0,564.0,0.99979
Construction Of A 1x2 CRB,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,4,1393.0,531.0,1756.0,574.0,0.77553
Chilala 1x2 CRB,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,4,498.0,547.0,718.0,583.0,0.99793
13,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,4,410.0,550.0,452.0,586.0,0.99999
NA,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,4,2913.0,556.0,2952.0,588.0,0.99999
APPROVED,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,4,2633.0,559.0,2774.0,591.0,0.99978
Chikanta,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,4,2462.0,561.0,2583.0,597.0,0.57926
Borehole,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,4,2191.0,564.0,2318.0,600.0,0.99992
Water,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,4,1972.0,566.0,2063.0,603.0,0.99993
Drilling Of A Borehole,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,4,1394.0,572.0,1688.0,616.0,0.74271
Drilling Qf 3 Borehole,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,4,501.0,586.0,794.0,630.0,0.63287
14,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,4,411.0,592.0,451.0,623.0,0.99996
NA,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,4,2913.0,598.0,2952.0,626.0,0.99997
Chikanta,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,4,2462.0,599.0,2583.0,635.0,1.0
APPROVED,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,4,2636.0,600.0,2774.0,632.0,0.99995
Classroom Block,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,4,2183.0,602.0,2405.0,641.0,0.90456
Education,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,4,1973.0,608.0,2108.0,640.0,0.95271
Completion Of A Classroom Block,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,4,1392.0,609.0,1845.0,658.0,0.8677
Completion Chikanta 1x2 CRB,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,4,499.0,623.0,905.0,671.0,0.99803
15,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,4,410.0,629.0,455.0,666.0,0.99996
Chikanta,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,4,2465.0,640.0,2586.0,677.0,0.99428
Dip Tank,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,4,2191.0,643.0,2318.0,682.0,0.9117
Livestock,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,4,1972.0,646.0,2104.0,682.0,0.94719
Procurement Of Chemicals For 5 Dip Tank,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,4,1394.0,649.0,1961.0,690.0,0.55805
Chemicals For 5 Dip Tanks,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,4,501.0,665.0,863.0,704.0,0.84112
16,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,4,413.0,671.0,457.0,709.0,1.0
APPROVED,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,4,2636.0,674.0,2777.0,706.0,0.99995
NA,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,4,2913.0,674.0,2955.0,703.0,0.99999
NNSUFFICEENT FUNDS,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,4,2912.0,706.0,3222.0,745.0,0.81672
NOT APPROVED,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,4,2635.0,709.0,2869.0,749.0,0.99519
FTNSTRASTUCTUICONSTRUCIION,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,4,1961.0,718.0,2403.0,756.0,0.38693
KASUKWE,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,4,2463.0,718.0,2607.0,749.0,0.96087
CONSTRUCTION OF FOOT BRIDGE,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,4,1393.0,728.0,1841.0,768.0,0.67989
MANDEMA COMMUNITY,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,4,498.0,744.0,827.0,781.0,0.72322
INSUFFICIENT FUNDS,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,4,2911.0,745.0,3222.0,786.0,0.75317
147,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,4,414.0,751.0,459.0,780.0,0.89982
NOT APPROVED,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,4,2635.0,753.0,2868.0,789.0,0.99313
KASUKWE,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,4,2466.0,759.0,2610.0,788.0,0.99981
CONSTRUCTION,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,4,2181.0,762.0,2402.0,793.0,0.98727
EDUCATION,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,4,1965.0,765.0,2130.0,796.0,0.97434
HOUSE,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,4,1743.0,767.0,1840.0,799.0,0.99922
CONSTRUCTION OF STAFF,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,4,1393.0,768.0,1742.0,808.0,0.88901
KASUKWE COMMUNITY,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,4,503.0,783.0,824.0,819.0,0.99683
INSUFFICIENT FUNDS,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,4,2914.0,785.0,3223.0,824.0,0.88314
148,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,4,414.0,789.0,462.0,818.0,0.50152
NOT APPROVED,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,4,2635.0,789.0,2872.0,830.0,0.79255
INSTRASTUCIUIcONSTRUCTION,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,4,1963.0,798.0,2403.0,838.0,0.48393
KASUKWE,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,4,2466.0,798.0,2610.0,829.0,0.9999
[CoNSTRUCLON OFA BRIDGE,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,4,1393.0,806.0,1792.0,847.0,0.56003
DUNKA ZONE,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,4,504.0,825.0,689.0,856.0,0.99898
INSUFFICIENT FUNDS,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,4,2914.0,827.0,3222.0,863.0,0.95456
149,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,4,414.0,828.0,462.0,859.0,1.0
NOT APPROVED,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,4,2635.0,832.0,2871.0,868.0,0.84072
KASUKWE,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,4,2466.0,836.0,2610.0,867.0,0.66132
FABRICATION,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,4,2182.0,837.0,2373.0,876.0,0.98836
FABRICATION OF 180 SINGLE SEATERDESHEDUCATION,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,4,1397.0,843.0,2131.0,882.0,0.83288
IJONATHAA SIMS SECONDARY SCHOOL,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,4,498.0,857.0,1019.0,898.0,0.47554
INSUFFICEENT FUNDS,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,4,2914.0,865.0,3225.0,901.0,0.8271
150,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,4,414.0,866.0,462.0,897.0,0.99991
NOT APPROVED,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,4,2635.0,871.0,2871.0,907.0,0.99906
KASUKWE,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,4,2466.0,877.0,2610.0,908.0,0.99995
CONSTRUCTION,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,4,2184.0,880.0,2402.0,911.0,0.99988
EDUCATION,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,4,1967.0,882.0,2133.0,914.0,0.91987
COXSTRUCTION OF GIRLS'S HOSTEL,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,4,1396.0,884.0,1874.0,926.0,0.63033
JONATHAN SIMS SECONDARY SCHOOL,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,4,501.0,897.0,1019.0,937.0,0.88989
INSUFFICINT FLNNDS,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,4,2917.0,903.0,3225.0,942.0,0.78439
151,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,4,414.0,907.0,462.0,936.0,0.99376
NOT APPROVFD,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,4,2638.0,909.0,2871.0,945.0,0.6325
KASUKWE,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,4,2469.0,915.0,2613.0,947.0,0.99958
IcONNECTION,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,4,2182.0,916.0,2373.0,954.0,0.60871
ENERGY,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,4,1967.0,921.0,2087.0,952.0,0.97195
ELECURIFICATIOA QF THE SCHOQL,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,4,1399.0,925.0,1860.0,965.0,0.35079
JONATHAN SIMS SECONDARY SCHOQL,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,4,503.0,936.0,1019.0,975.0,0.4571
INSUHICIENT FUNDS,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,4,2917.0,941.0,3225.0,983.0,0.48768
152,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,4,417.0,945.0,462.0,974.0,0.66217
NOT APPROVED,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,4,2638.0,946.0,2875.0,986.0,0.99536
[CONSTRUCTION,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,4,2183.0,954.0,2406.0,992.0,0.59
KASUKWE,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,4,2469.0,954.0,2613.0,985.0,0.99974
[covSTRUcTION O1 GIRLS'S ABLUTION BLcEDUCATION,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,4,1395.0,956.0,2136.0,1004.0,0.36771
HJONATHAA SIMS SECONDARY SCHOOL,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,4,501.0,975.0,1022.0,1014.0,0.45052
153,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,4,417.0,984.0,462.0,1015.0,0.31553
FUNDS,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,4,3121.0,984.0,3224.0,1015.0,0.99964
INSUFFICEENT,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,4,2918.0,987.0,3119.0,1018.0,0.44174
