text_line,source_file_name,page_number,x_min,y_min,x_max,y_max,ocr_confidence
KATANDA,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,2461.0,603.0,2602.0,634.0,0.55542
DRILLING,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,2178.0,606.0,2314.0,637.0,0.99484
WATER,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,1959.0,611.0,2059.0,643.0,0.76612
DRILLING OF A BOREHOLE,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,1388.0,613.0,1748.0,653.0,0.83946
COMMUNITY,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,749.0,625.0,929.0,663.0,0.99814
NAMACHELEWEST,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,495.0,629.0,751.0,668.0,0.74609
INSUFFICIENT FUNDS,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,2909.0,629.0,3220.0,668.0,0.76204
NOL APPROVED,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,2629.0,635.0,2866.0,674.0,0.65275
92,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,419.0,636.0,456.0,667.0,1.0
KATANDA,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,2461.0,641.0,2602.0,673.0,0.6395
DRILLING,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,2181.0,647.0,2314.0,678.0,0.99992
WATER,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,1959.0,650.0,2062.0,681.0,0.98372
A BOREHOLE,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,1573.0,655.0,1747.0,686.0,0.97308
DRILLIAG OF,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,1389.0,658.0,1566.0,689.0,0.91083
INSUFFICIENT FUNDS,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,2909.0,668.0,3219.0,707.0,0.66684
[BBU YU LYAMPOKO,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,494.0,670.0,764.0,707.0,0.54794
NOT APPROVED,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,2632.0,674.0,2866.0,712.0,0.78543
193,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,408.0,677.0,456.0,706.0,0.84274
KATANDA,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,2461.0,682.0,2602.0,714.0,0.99999
DRILLING,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,2181.0,685.0,2314.0,717.0,0.99907
WATER,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,1959.0,691.0,2062.0,719.0,0.97552
DRILLING OF A BOREHOLE,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,1390.0,695.0,1748.0,732.0,0.966
HONDA COMMUNITY GROUP,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,495.0,707.0,885.0,746.0,0.85667
INSUFFICIENT FUNDS,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,2909.0,709.0,3219.0,748.0,0.70264
APPROVED,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,2703.0,714.0,2868.0,750.0,0.99054
194,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,408.0,715.0,456.0,744.0,0.96592
NOL,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,2632.0,717.0,2704.0,756.0,0.8811
DRILLING,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,2180.0,722.0,2316.0,760.0,0.99963
KATANDA,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,2463.0,724.0,2602.0,752.0,0.87784
WATER,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,1962.0,729.0,2062.0,760.0,0.99983
DRILLING OF A BOREHOLE,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,1391.0,734.0,1748.0,770.0,0.85051
INSUFFICIENT FUNDS,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,2909.0,747.0,3222.0,786.0,0.79237
CHILAMA COMMUNITY,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,498.0,750.0,811.0,786.0,0.69765
195,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,411.0,754.0,456.0,785.0,0.9998
NOT APPROVED,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,2632.0,755.0,2868.0,792.0,0.79402
KATANDA,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,2463.0,762.0,2602.0,793.0,0.93612
DRILLING,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,2184.0,765.0,2317.0,796.0,0.99993
WATER,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,1962.0,770.0,2062.0,799.0,0.99998
DRILLING OF A BOREHOLE,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,1391.0,771.0,1751.0,812.0,0.99161
KABANZE VILLAGE,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,498.0,788.0,761.0,824.0,0.75869
INSUFTICIENT FUNDS,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,2909.0,788.0,3222.0,827.0,0.54099
NOT APPROVED,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,2632.0,794.0,2868.0,833.0,0.70919
96,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,422.0,795.0,459.0,826.0,0.99995
KATANDA,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,2463.0,800.0,2604.0,832.0,0.77303
DRILLING,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,2184.0,806.0,2317.0,837.0,0.99952
WATER,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,1962.0,808.0,2065.0,840.0,0.99985
DRILLING OF A BOREHOLE,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,1391.0,813.0,1751.0,849.0,0.85773
WATAPENGA TOCHIBONI GROUP,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,500.0,827.0,940.0,866.0,0.70958
INSUFFICIENT FUNDS,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,2912.0,827.0,3225.0,866.0,0.94415
NOT APPROVED,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,2632.0,835.0,2868.0,871.0,0.94087
197,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,411.0,836.0,456.0,865.0,0.99303
KATANDA,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,2463.0,841.0,2604.0,873.0,0.99485
DRILLING,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,2184.0,844.0,2317.0,876.0,0.99986
WATER,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,1960.0,845.0,2066.0,883.0,0.99997
DRILLING OF A BOREHOLE,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,1394.0,850.0,1751.0,890.0,0.66655
CHIPONDO COMMUNITY SCHOQL,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,497.0,865.0,945.0,907.0,0.69376
INSUFFICIENT FUNDS,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,2912.0,868.0,3227.0,907.0,0.92164
NOT APPROVED,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,2635.0,873.0,2868.0,912.0,0.92413
198,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,411.0,874.0,459.0,906.0,0.99993
KATANDA,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,2463.0,880.0,2604.0,911.0,0.9999
DRILLING,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,2184.0,885.0,2317.0,917.0,0.99994
WATER,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,1962.0,888.0,2065.0,919.0,0.99996
[DRILLING OF A BOREHOLE,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,1390.0,892.0,1751.0,932.0,0.66348
MUYALA VILLAGE,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,498.0,909.0,753.0,945.0,0.99864
INSUFFICINT FUNDS,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,2914.0,909.0,3225.0,948.0,0.76115
NOT APPROVED,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,2635.0,914.0,2868.0,950.0,0.75222
199,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,411.0,915.0,459.0,944.0,0.96737
KATANDA,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,2462.0,917.0,2606.0,955.0,0.99995
CONSTRUCTION,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,2182.0,921.0,2403.0,959.0,0.99382
EDUCATION,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,1962.0,929.0,2128.0,960.0,0.98667
CONSTRUTION QF,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,1391.0,934.0,1638.0,970.0,0.65205
X3 CRB,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,1658.0,935.0,1766.0,966.0,0.52518
BOONGO COMMUNTY SCHOOL,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,501.0,942.0,919.0,984.0,0.66821
INSUFFICIENT FUNDS,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,2914.0,947.0,3225.0,989.0,0.89702
200,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,411.0,954.0,459.0,985.0,0.99958
NOT APPROVED,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,2638.0,955.0,2868.0,992.0,0.99984
KATANDA,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,2466.0,962.0,2607.0,993.0,0.74662
CONSTRUCTION,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,2184.0,965.0,2402.0,996.0,0.75169
EDUCATION,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,1965.0,967.0,2130.0,999.0,0.99998
STAFF HOUSES CONSTRUCTION,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,1413.0,972.0,1835.0,1008.0,0.8339
MAMACHELL COMMUNITY SCHOQL,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,497.0,986.0,978.0,1025.0,0.618
[NSUFHICIENTFUNDS,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,2914.0,986.0,3227.0,1029.0,0.27972
NOT APPROVED,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,2638.0,991.0,2872.0,1032.0,0.93695
201,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,411.0,995.0,459.0,1023.0,0.58514
KATANDA,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,2464.0,997.0,2609.0,1034.0,0.9956
CONSTRUCTION,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,2183.0,1001.0,2403.0,1038.0,0.99751
HEALTH,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,1965.0,1009.0,2078.0,1037.0,0.99979
COxSTRLCTIOX QF CLINIC,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,1393.0,1012.0,1753.0,1050.0,0.46361
CHIPONDO COMMUNITY SCHOOL,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,501.0,1024.0,948.0,1063.0,0.58811
INSUFFICIENT FUNDS,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,2914.0,1025.0,3228.0,1066.0,0.61354
NOT APPROVED,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,2638.0,1030.0,2872.0,1071.0,0.85961
202,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,411.0,1033.0,462.0,1065.0,1.0
ICONSTRUCTION,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,2182.0,1040.0,2406.0,1078.0,0.39067
KATANDA,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,2466.0,1041.0,2607.0,1070.0,0.60356
EDUCATION,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,1965.0,1047.0,2130.0,1078.0,0.82415
[CoXTRUCIIQL QF,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,1391.0,1050.0,1657.0,1091.0,0.18555
X3 CRB,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,1677.0,1052.0,1785.0,1084.0,0.64469
MAMACIIELE COMMUNITY,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,498.0,1063.0,861.0,1102.0,0.43271
SCHOOL,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,861.0,1063.0,977.0,1095.0,0.99948
INSUFFICIENT FUNDS,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,2916.0,1065.0,3227.0,1108.0,0.62336
203,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,414.0,1072.0,462.0,1103.0,0.95119
NOT APPROVED,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,2638.0,1073.0,2874.0,1109.0,0.84722
CONSTRUCTIQN,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,2185.0,1078.0,2406.0,1118.0,0.33411
KATANDA,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,2466.0,1080.0,2607.0,1111.0,0.99997
EDUCATION,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,1963.0,1082.0,2132.0,1121.0,0.71454
CONSTRUCTION OF 1 X2 CRB,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,1393.0,1090.0,1789.0,1129.0,0.85363
SCHOOL,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,833.0,1104.0,949.0,1136.0,0.99952
CHIZUNDA COMMUNITY,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,501.0,1106.0,833.0,1142.0,0.83645
INSUFFICIENT FUNDS,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,2914.0,1106.0,3230.0,1145.0,0.54112
NOT APPROVED,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,2638.0,1110.0,2875.0,1150.0,0.86043
204,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,414.0,1113.0,462.0,1144.0,1.0
[CQNSTRUCTION,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,2182.0,1118.0,2406.0,1158.0,0.41148
KATANDA,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,2469.0,1118.0,2607.0,1149.0,0.63618
EDUCATION,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,1965.0,1126.0,2130.0,1158.0,0.91827
CONSTRUCTION OF,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,1394.0,1131.0,1657.0,1169.0,0.91458
X3 CRB,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,1680.0,1132.0,1788.0,1163.0,0.9299
NAMACHELE COMMUNITY SCHOQL,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,503.0,1142.0,981.0,1181.0,0.72303
TNSUFFICEENT FUNDS,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,2917.0,1144.0,3230.0,1183.0,0.76025
205,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,414.0,1151.0,462.0,1182.0,0.99208
NOT APPROVED,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,2640.0,1153.0,2874.0,1189.0,0.93784
CONSTRUCTION,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,2185.0,1158.0,2406.0,1198.0,0.88032
KATANDA,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,2469.0,1159.0,2610.0,1191.0,0.99998
CONSTRUCTIOX 1 X3 CRB 2 STAFF HOUSEEDUCATION,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,1395.0,1161.0,2135.0,1210.0,0.3293
MPANGO COMMUNITY SCHOOL,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,503.0,1183.0,929.0,1222.0,0.88737
INSUFFICIENTFUNDS,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,2919.0,1184.0,3231.0,1226.0,0.70205
206,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,413.0,1188.0,466.0,1224.0,0.40949
NQT APPROVED,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,2640.0,1191.0,2874.0,1233.0,0.54973
CONSTRUCTION,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,2188.0,1199.0,2405.0,1235.0,0.99932
KATANDA,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,2469.0,1200.0,2610.0,1229.0,0.99999
HOUSES TOILETEDUCATION,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,1745.0,1205.0,2134.0,1241.0,0.69933
ICONSTRUCHIQL OF STAFF,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,1396.0,1210.0,1748.0,1249.0,0.16095
MUKANDA PRIMARY SCHOOL,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,503.0,1224.0,904.0,1260.0,0.99151
INSUFFICIENT FUNDS,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,2917.0,1227.0,3230.0,1263.0,0.93648
207,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,414.0,1230.0,462.0,1262.0,0.78905
NOT APPROVED,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,2640.0,1232.0,2877.0,1268.0,0.96246
KATANDA,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,2469.0,1239.0,2610.0,1270.0,0.99164
DRILLING,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,2189.0,1241.0,2325.0,1273.0,0.98498
WATER,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,1967.0,1247.0,2070.0,1276.0,0.99274
DRILLING OF A BOREHOLE,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,1397.0,1248.0,1759.0,1287.0,0.87494
MUVJEKULA GROUP OF SIABASIMBI VILLAGE,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,503.0,1260.0,1112.0,1301.0,0.69695
INSUFFICIENT FUNDS,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,2919.0,1264.0,3233.0,1305.0,0.80175
208,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,414.0,1272.0,465.0,1303.0,0.55182
NOL APPROVED,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,2640.0,1273.0,2874.0,1312.0,0.9528
KATANDA,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,2468.0,1276.0,2614.0,1312.0,0.99358
CONSTRUCTION,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,2188.0,1278.0,2408.0,1316.0,0.99904
EDUCATION,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,1967.0,1285.0,2133.0,1317.0,0.99997
[COVSTRUCIION OF 6 VIP TOILETS_,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,1396.0,1286.0,1850.0,1329.0,0.3258
NANDWIZI PRIMARY SCHOOL,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,503.0,1303.0,901.0,1342.0,0.97864
INSUFFICIENT FUNDS,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,2920.0,1303.0,3233.0,1342.0,0.73879
NOT APPROVED,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,2643.0,1309.0,2877.0,1349.0,0.92627
209,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,414.0,1310.0,465.0,1341.0,0.54831
KATANDA,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,2472.0,1318.0,2613.0,1350.0,0.99999
CONSTRUCTION,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,2188.0,1320.0,2408.0,1356.0,0.91488
EDUCATION,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,1969.0,1323.0,2134.0,1359.0,0.95513
CONSTRUCTION OF 2 STAFF HQUSES,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,1399.0,1328.0,1882.0,1368.0,0.4881
NaNDWIZI PRIMARY SCHOOL,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,506.0,1345.0,901.0,1381.0,0.80881
INSUFFICIENT FUNDS,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,2920.0,1345.0,3233.0,1383.0,0.98155
NOT APPROVED,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,2643.0,1353.0,2879.0,1389.0,0.99383
210,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,419.0,1354.0,465.0,1380.0,0.7187
KATANDA,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,2472.0,1359.0,2613.0,1391.0,0.71283
WATER,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,1968.0,1362.0,2074.0,1401.0,0.93762
DRILLING,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,2192.0,1362.0,2325.0,1393.0,0.9998
CONSTRUCTION OF DIP TANK,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,1399.0,1369.0,1794.0,1410.0,0.92584
MALALA COMMUNITY GROUP,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,506.0,1383.0,909.0,1422.0,0.8774
[NSUFFICIENT FUNDS,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,2920.0,1386.0,3236.0,1424.0,0.77288
1,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,112.0,1388.0,149.0,1611.0,0.16037
NOL APPROVED,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,2643.0,1389.0,2880.0,1430.0,0.65781
CONSTRUCTION,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,2191.0,1399.0,2408.0,1435.0,0.82073
KATANDA,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,2474.0,1400.0,2613.0,1432.0,0.99476
0,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,355.0,1404.0,379.0,1422.0,0.24878
EDUCATION,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,1970.0,1406.0,2136.0,1437.0,0.99765
CONSTRUCTION OF STAFF HQUSE,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,1399.0,1408.0,1849.0,1446.0,0.84743
NABULANGU BASIC SCHOQL,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,506.0,1424.0,893.0,1460.0,0.79614
INSUFFICEENT FUNDS,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,2923.0,1424.0,3233.0,1463.0,0.4942
NNOT APPROVED,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,2643.0,1432.0,2879.0,1468.0,0.76751
